application_id,family_id,applicant_name,age,gender,state,district,village,tribe,community_category,is_scheduled_tribe,years_in_forest_area,caste_certificate,id_proofs,residence_proofs,dependence_proofs,gram_sabha_resolution,family_size,dependents,land_area_requested_acres,land_type,has_previous_claim,document_completeness,document_authenticity_score,eligibility_confidence_score,fraud_risk_score,application_date,application_status,gram_sabha_date,frc_recommendation,latitude,longitude,created_timestamp,last_updated
FRA-2025-000424,FAM-2E797713,Raman Kumar,35,Male,Chhattisgarh,Koraput,Village_86,Kondh,ST,True,32,True,Ration Card|Voter ID,Ration Card,,True,2,0,3.93,Habitation,False,Partial,0.891,0.692,0.389,2025-01-20,Approved,2025-02-12,Rejected,17.583054,83.923575,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000425,FAM-A07F7C5E,Suresh Prasad,45,Male,Odisha,Bastar,Village_49,Gond,OTFD,False,116,False,Voter ID|Aadhaar,Electricity Bill,Voter List|Gram Sabha Cert,True,7,0,2.88,Habitation,False,Partial,0.774,0.764,0.316,2025-01-21,Approved,2025-03-07,Approved,17.265914,75.827314,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000426,FAM-D672EE75,Rita Gupta,59,Female,Odisha,Kandhamal,Village_24,Ho,ST,True,32,True,Voter ID|Aadhaar,Gram Sabha Cert,,True,6,2,3.4,Water Bodies,False,Partial,0.921,0.719,0.25,2025-02-05,Approved,2025-03-17,Approved,17.94342,76.997456,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000427,FAM-CEC9E3FE,Sunita Devi,39,Female,Jharkhand,Kandhamal,Village_50,Santhal,OTFD,False,80,False,Voter ID|Ration Card,Ration Card,Land Record|Gram Sabha Cert,True,2,0,1.34,Water Bodies,False,Community Testimony,0.76,0.528,0.279,2025-08-09,Approved,2025-09-13,Approved with Conditions,20.371246,76.606646,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000428,FAM-98A0B495,Suresh Prasad,38,Male,Maharashtra,Kandhamal,Village_97,Kondh,OTFD,False,91,False,Ration Card|Aadhaar,Gram Sabha Cert,Land Record|Old Ration Card,True,5,4,1.71,Agricultural,False,Complete,0.955,0.739,0.052,2025-01-04,Pending - Gram Sabha,2025-01-20,Approved,22.202696,79.609702,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000429,FAM-D93E87CE,Raman Kumar,28,Male,Odisha,Rayagada,Village_69,Ho,ST,True,25,True,Aadhaar|PAN,Electricity Bill,,True,4,3,0.68,Grazing,False,Medical Certificate Alternative,0.881,0.775,0.046,2025-06-12,Approved,2025-07-03,Approved,18.905362,75.195881,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000430,FAM-FC5D371A,Rita Gupta,61,Female,Odisha,Koraput,Village_93,Gond,ST,True,4,True,Aadhaar|Ration Card,Ration Card,,True,5,0,2.03,Community Forest Resource,True,Community Testimony,0.841,0.945,0.399,2025-03-20,Rejected - Multiple Claims,2025-04-16,Rejected,17.614431,77.252585,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000431,FAM-6DED50C6,Geeta Singh,39,Female,Madhya Pradesh,Kandhamal,Village_47,Ho,ST,True,19,True,Voter ID|PAN,Electricity Bill,,True,3,4,1.62,Water Bodies,False,Complete,0.739,0.705,0.38,2025-05-03,Under Review,2025-05-24,Approved,19.439514,81.188554,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000432,FAM-3889FC45,Raman Kumar,40,Male,Andhra Pradesh,Bastar,Village_84,Munda,ST,True,8,True,Aadhaar|Voter ID,Ration Card,,True,2,1,1.45,Water Bodies,False,Complete,0.624,0.927,0.154,2025-07-13,Approved,2025-08-11,Approved,20.034616,82.579034,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000433,FAM-13562DED,Sunita Devi,59,Female,Jharkhand,Koraput,Village_78,Santhal,ST,True,17,True,Voter ID|Aadhaar,Electricity Bill,,True,7,2,3.04,Water Bodies,False,Medical Certificate Alternative,0.913,0.964,0.301,2025-09-13,Approved,2025-10-28,Rejected,20.70802,81.443833,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000434,FAM-9E92798E,Anita Kumari,49,Female,Madhya Pradesh,Rayagada,Village_17,Kondh,ST,True,18,True,PAN|Aadhaar,Ration Card,,True,6,2,3.2,Community Forest Resource,False,Medical Certificate Alternative,0.615,0.637,0.107,2025-01-04,Under Review,2025-01-28,Approved with Conditions,23.780741,79.769513,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000435,FAM-82F22D13,Ramesh Yadav,27,Male,Jharkhand,Bastar,Village_82,Ho,ST,True,14,True,Ration Card|Aadhaar,Gram Sabha Cert,,True,3,1,3.79,Community Forest Resource,False,Community Testimony,0.981,0.72,0.103,2025-05-28,Under Review,2025-06-27,Rejected,18.395963,85.326109,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000436,FAM-78ADB4A3,Raman Kumar,66,Male,Odisha,Rayagada,Village_88,Ho,OTFD,False,104,False,PAN|Aadhaar,Gram Sabha Cert,Gram Sabha Cert|School Cert,True,4,0,0.71,Community Forest Resource,False,Complete,0.871,0.929,0.141,2025-01-20,Pending - Gram Sabha,2025-02-11,Approved,21.055504,75.471373,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000437,FAM-96BA9AD7,Mahesh Singh,61,Male,Jharkhand,Bastar,Village_10,Munda,ST,True,19,True,Voter ID|Aadhaar,Electricity Bill,,True,2,2,2.62,Community Forest Resource,False,Medical Certificate Alternative,0.959,0.687,0.377,2025-01-06,Under Review,2025-02-01,Approved,24.294981,74.331959,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000438,FAM-1D4C5ECD,Rita Gupta,70,Female,Andhra Pradesh,Dantewada,Village_75,Santhal,OTFD,False,89,False,Ration Card|PAN,Ration Card,Gram Sabha Cert|School Cert,True,2,4,1.83,Agricultural,False,Partial,0.826,0.999,0.252,2025-07-18,Pending - Gram Sabha,2025-08-25,Approved,21.856816,82.569571,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000439,FAM-F12222D0,Geeta Singh,37,Female,Maharashtra,Kandhamal,Village_32,Santhal,ST,True,16,True,PAN|Aadhaar,Electricity Bill,,True,4,3,1.6,Agricultural,False,Medical Certificate Alternative,0.893,0.94,0.145,2025-09-17,Under Review,2025-10-04,Rejected,18.842799,84.221954,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000440,FAM-4A9FE98B,Rakesh Sharma,40,Male,Madhya Pradesh,Dantewada,Village_86,Gond,ST,True,39,True,PAN|Voter ID,Electricity Bill,,True,2,3,1.6,Agricultural,False,Partial,0.83,0.816,0.309,2025-08-01,Approved,2025-08-21,Approved with Conditions,23.124076,83.247964,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000441,FAM-0BFBB53D,Suresh Prasad,27,Male,Madhya Pradesh,Koraput,Village_89,Gond,ST,True,5,True,Voter ID|PAN,Gram Sabha Cert,,True,6,0,3.72,Grazing,False,Medical Certificate Alternative,0.879,0.621,0.117,2025-06-19,Under Review,2025-07-23,Rejected,17.361902,83.60373,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000442,FAM-95135668,Seeta Sharma,65,Female,Madhya Pradesh,Bastar,Village_38,Munda,ST,True,45,True,Voter ID|PAN,Ration Card,,True,5,1,3.03,Water Bodies,False,Complete,0.661,0.504,0.237,2025-08-13,Pending - Gram Sabha,2025-09-07,Rejected,22.780265,77.630895,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000443,FAM-EE7C5865,Mahesh Singh,56,Male,Jharkhand,Koraput,Village_73,Ho,OTFD,False,109,False,Ration Card|Voter ID,Electricity Bill,Voter List|Medical Record,True,4,1,3.15,Habitation,True,Partial,0.772,0.639,0.352,2025-06-04,Rejected - Multiple Claims,2025-06-30,Approved,19.302745,80.326264,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000444,FAM-8E1F1290,Mahesh Singh,41,Male,Maharashtra,Koraput,Village_30,Santhal,ST,True,10,True,Aadhaar|Ration Card,Gram Sabha Cert,,True,8,0,3.44,Habitation,True,Complete,0.984,0.77,0.32,2025-01-16,Rejected - Multiple Claims,2025-02-26,Approved with Conditions,18.625128,86.243477,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000445,FAM-B37BC3FD,Rita Gupta,33,Female,Madhya Pradesh,Kandhamal,Village_15,Kondh,ST,True,29,True,Ration Card|Voter ID,Electricity Bill,,True,6,2,0.8,Habitation,False,Complete,0.987,0.902,0.298,2025-02-11,Approved,2025-03-03,Approved with Conditions,20.627712,83.561783,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000446,FAM-2456BAAC,Mahesh Singh,27,Male,Madhya Pradesh,Koraput,Village_91,Ho,OTFD,False,96,False,Voter ID|PAN,Gram Sabha Cert,Gram Sabha Cert|Old Ration Card,True,3,3,3.82,Agricultural,False,Medical Certificate Alternative,0.949,0.61,0.078,2025-03-16,Under Review,2025-04-26,Approved with Conditions,18.054335,82.252045,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000447,FAM-1D299E7F,Raman Kumar,52,Male,Odisha,Bastar,Village_72,Ho,ST,True,14,True,Voter ID|Aadhaar,Electricity Bill,,True,4,3,2.91,Water Bodies,False,Partial,0.855,0.742,0.263,2025-05-27,Approved,2025-06-18,Approved with Conditions,23.373969,79.098731,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000448,FAM-FFD7DAA3,Geeta Singh,31,Female,Chhattisgarh,Koraput,Village_97,Santhal,ST,True,27,True,Ration Card|Voter ID,Ration Card,,True,8,3,2.82,Agricultural,False,Community Testimony,0.864,0.674,0.159,2025-08-27,Approved,2025-10-06,Rejected,20.296023,77.053181,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000449,FAM-B2B2BBCC,Ramesh Yadav,28,Male,Maharashtra,Kandhamal,Village_34,Santhal,ST,True,27,True,Ration Card|Voter ID,Electricity Bill,,True,3,4,1.9,Agricultural,False,Partial,0.736,0.909,0.123,2025-04-19,Under Review,2025-06-01,Approved,23.236416,75.434103,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000450,FAM-FF6CDA66,Anita Kumari,63,Female,Maharashtra,Koraput,Village_93,Kondh,OTFD,False,100,False,Aadhaar|PAN,Electricity Bill,Medical Record|Land Record,True,3,2,0.72,Agricultural,False,Community Testimony,0.814,0.993,0.335,2025-04-10,Under Review,2025-05-20,Approved with Conditions,20.307162,81.188365,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000451,FAM-DFC12115,Raman Kumar,26,Male,Maharashtra,Koraput,Village_65,Munda,ST,True,32,True,Aadhaar|Ration Card,Electricity Bill,,True,7,2,1.56,Habitation,False,Partial,0.614,0.875,0.325,2025-07-05,Under Review,2025-08-15,Approved,17.612217,80.558626,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000452,FAM-390B5563,Sunita Devi,25,Female,Andhra Pradesh,Dantewada,Village_78,Gond,OTFD,False,82,False,Ration Card|Aadhaar,Gram Sabha Cert,Medical Record|Gram Sabha Cert,True,2,1,1.99,Agricultural,False,Medical Certificate Alternative,0.681,0.632,0.262,2025-07-10,Under Review,2025-08-07,Approved with Conditions,21.48797,80.283544,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000453,FAM-51B86F10,Ramesh Yadav,26,Male,Madhya Pradesh,Bastar,Village_48,Ho,OTFD,False,82,False,Ration Card|Aadhaar,Gram Sabha Cert,Old Ration Card|Voter List,True,3,3,3.2,Grazing,False,Complete,0.857,0.666,0.324,2025-02-18,Approved,2025-03-10,Rejected,18.999752,75.837297,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000454,FAM-9B512EFB,Rita Gupta,61,Female,Chhattisgarh,Koraput,Village_99,Munda,OTFD,False,92,False,Ration Card|Voter ID,Gram Sabha Cert,Medical Record|School Cert,True,7,1,0.63,Water Bodies,False,Complete,0.707,0.605,0.225,2025-09-16,Under Review,2025-10-11,Approved with Conditions,20.690976,80.278952,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000455,FAM-6E5A7F1F,Raman Kumar,52,Male,Andhra Pradesh,Koraput,Village_49,Gond,ST,True,49,True,Aadhaar|Ration Card,Gram Sabha Cert,,True,8,4,3.12,Habitation,False,Complete,0.616,0.712,0.068,2025-08-05,Pending - Gram Sabha,2025-09-12,Approved with Conditions,20.195245,77.857763,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000456,FAM-24220BE9,Geeta Singh,58,Female,Jharkhand,Dantewada,Village_48,Ho,ST,True,42,True,Voter ID|Aadhaar,Electricity Bill,,True,7,3,2.33,Habitation,False,Community Testimony,0.808,0.626,0.185,2025-03-06,Under Review,2025-04-06,Approved,19.541504,76.329935,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000457,FAM-45112B7E,Mahesh Singh,69,Male,Chhattisgarh,Rayagada,Village_89,Kondh,ST,True,35,True,Ration Card|Voter ID,Ration Card,,True,4,3,0.71,Grazing,False,Complete,0.74,0.78,0.09,2025-01-07,Pending - Gram Sabha,2025-01-30,Rejected,22.834585,78.774572,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000458,FAM-5BE33607,Rita Gupta,59,Female,Andhra Pradesh,Rayagada,Village_10,Ho,OTFD,False,85,False,Aadhaar|PAN,Ration Card,Medical Record|School Cert,True,2,1,1.42,Agricultural,False,Medical Certificate Alternative,0.732,0.886,0.237,2025-08-07,Under Review,2025-08-27,Approved,17.730706,84.4436,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000459,FAM-120F0521,Ramesh Yadav,25,Male,Jharkhand,Koraput,Village_7,Gond,ST,True,33,True,Ration Card|Voter ID,Gram Sabha Cert,,True,8,4,2.15,Community Forest Resource,False,Complete,0.696,0.697,0.31,2025-08-12,Pending - Gram Sabha,2025-09-05,Approved with Conditions,21.245484,85.482713,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000460,FAM-AE7310AE,Mahesh Singh,70,Male,Chhattisgarh,Bastar,Village_72,Munda,OTFD,False,107,False,PAN|Ration Card,Ration Card,Land Record|Voter List,True,6,1,2.78,Habitation,True,Community Testimony,0.942,0.885,0.138,2025-07-07,Rejected - Multiple Claims,2025-08-10,Approved with Conditions,19.993647,86.131502,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000461,FAM-A322F3B3,Ramesh Yadav,48,Male,Maharashtra,Rayagada,Village_1,Ho,OTFD,False,95,False,PAN|Aadhaar,Electricity Bill,Medical Record|Land Record,True,2,4,3.73,Water Bodies,False,Community Testimony,0.857,0.699,0.398,2025-05-09,Pending - Gram Sabha,2025-06-13,Approved,23.905483,86.058473,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000462,FAM-6DF99228,Seeta Sharma,36,Female,Madhya Pradesh,Dantewada,Village_14,Kondh,OTFD,False,99,False,Aadhaar|PAN,Gram Sabha Cert,School Cert|Gram Sabha Cert,True,4,1,3.55,Habitation,True,Complete,0.622,0.819,0.025,2025-02-28,Rejected - Multiple Claims,2025-04-01,Rejected,21.91203,74.216768,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000463,FAM-559B0F9C,Anita Kumari,62,Female,Andhra Pradesh,Kandhamal,Village_67,Kondh,OTFD,False,118,False,Ration Card|Voter ID,Gram Sabha Cert,Gram Sabha Cert|Old Ration Card,True,7,0,0.73,Water Bodies,False,Community Testimony,0.634,0.722,0.11,2025-09-14,Approved,2025-10-04,Approved with Conditions,19.190105,78.558902,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000464,FAM-7059D1BA,Rakesh Sharma,54,Male,Odisha,Koraput,Village_12,Gond,ST,True,47,True,Aadhaar|Ration Card,Electricity Bill,,True,7,1,2.57,Agricultural,False,Complete,0.687,0.687,0.033,2025-04-10,Pending - Gram Sabha,2025-05-21,Rejected,23.04666,75.725553,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000465,FAM-3EDF8A4D,Anita Kumari,42,Female,Chhattisgarh,Dantewada,Village_41,Munda,ST,True,15,True,Voter ID|Ration Card,Ration Card,,True,7,1,1.12,Community Forest Resource,False,Medical Certificate Alternative,0.706,0.745,0.231,2025-09-15,Under Review,2025-10-26,Approved,24.597321,81.607899,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000466,FAM-0A994DC5,Ramesh Yadav,47,Male,Andhra Pradesh,Kandhamal,Village_27,Santhal,ST,True,45,True,PAN|Aadhaar,Gram Sabha Cert,,True,6,2,3.21,Community Forest Resource,False,Community Testimony,0.613,0.558,0.263,2025-08-05,Approved,2025-09-03,Approved with Conditions,21.510155,82.557962,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000467,FAM-503F00C2,Sunita Devi,65,Female,Jharkhand,Koraput,Village_21,Munda,OTFD,False,106,False,PAN|Voter ID,Gram Sabha Cert,Old Ration Card|School Cert,True,5,1,3.7,Community Forest Resource,False,Partial,0.901,0.72,0.247,2025-07-24,Pending - Gram Sabha,2025-08-20,Approved with Conditions,22.78698,81.812245,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000468,FAM-11B8200F,Geeta Singh,27,Female,Chhattisgarh,Dantewada,Village_14,Munda,ST,True,28,True,PAN|Ration Card,Electricity Bill,,True,4,0,2.58,Habitation,False,Community Testimony,0.955,0.983,0.377,2025-03-05,Approved,2025-04-10,Approved,19.474188,83.9557,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000469,FAM-7AE29C4B,Seeta Sharma,35,Female,Madhya Pradesh,Koraput,Village_85,Gond,OTFD,False,88,False,Voter ID|Ration Card,Electricity Bill,Old Ration Card|School Cert,True,2,3,1.33,Habitation,False,Partial,0.662,0.778,0.31,2025-08-06,Approved,2025-09-01,Rejected,22.494292,83.084137,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000470,FAM-D1367A34,Seeta Sharma,70,Female,Chhattisgarh,Koraput,Village_50,Gond,OTFD,False,96,False,Voter ID|Ration Card,Electricity Bill,Medical Record|Voter List,True,4,2,2.59,Water Bodies,True,Medical Certificate Alternative,0.868,0.985,0.011,2025-03-25,Rejected - Multiple Claims,2025-04-16,Approved with Conditions,21.011647,74.02069,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000471,FAM-913FCA6A,Sunita Devi,66,Female,Chhattisgarh,Rayagada,Village_64,Gond,ST,True,3,True,Voter ID|Ration Card,Electricity Bill,,True,5,1,0.82,Grazing,False,Medical Certificate Alternative,0.66,0.656,0.27,2025-01-09,Under Review,2025-02-23,Approved,20.185729,80.725531,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000472,FAM-981235CB,Mahesh Singh,68,Male,Andhra Pradesh,Koraput,Village_84,Munda,ST,True,1,True,Voter ID|Ration Card,Ration Card,,True,7,0,2.51,Grazing,False,Complete,0.794,0.98,0.161,2025-05-14,Approved,2025-06-06,Rejected,23.457001,85.806741,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000473,FAM-1522FAF5,Geeta Singh,59,Female,Jharkhand,Koraput,Village_23,Munda,ST,True,35,True,Ration Card|PAN,Ration Card,,True,4,0,1.03,Community Forest Resource,False,Community Testimony,0.679,0.906,0.291,2025-07-02,Under Review,2025-07-31,Approved,23.943174,79.983259,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000474,FAM-52FF9EB2,Geeta Singh,52,Female,Jharkhand,Kandhamal,Village_99,Kondh,ST,True,35,True,PAN|Aadhaar,Electricity Bill,,True,3,1,1.75,Agricultural,False,Community Testimony,0.854,0.798,0.143,2025-09-24,Approved,2025-10-21,Approved,21.279882,75.63871,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000475,FAM-49E8CE9A,Seeta Sharma,42,Female,Jharkhand,Bastar,Village_89,Ho,ST,True,16,True,Ration Card|Aadhaar,Ration Card,,True,2,1,1.64,Agricultural,False,Complete,0.753,0.99,0.032,2025-05-14,Pending - Gram Sabha,2025-06-10,Rejected,19.054864,82.487641,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000476,FAM-A9DB6FD2,Sunita Devi,37,Female,Maharashtra,Kandhamal,Village_39,Ho,OTFD,False,108,False,Voter ID|PAN,Ration Card,Medical Record|Land Record,True,5,1,2.16,Grazing,False,Partial,0.711,0.836,0.242,2025-05-09,Approved,2025-05-24,Approved,23.256405,82.543766,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000477,FAM-EFC6F118,Rita Gupta,65,Female,Jharkhand,Koraput,Village_29,Gond,ST,True,2,True,PAN|Aadhaar,Ration Card,,True,4,2,2.64,Water Bodies,False,Medical Certificate Alternative,0.854,0.664,0.156,2025-01-11,Pending - Gram Sabha,2025-02-05,Approved with Conditions,18.214229,85.106628,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000478,FAM-FFF9BFD6,Ramesh Yadav,41,Male,Madhya Pradesh,Koraput,Village_85,Ho,ST,True,6,True,Ration Card|PAN,Electricity Bill,,True,6,3,0.79,Water Bodies,False,Community Testimony,0.9,0.726,0.187,2025-03-20,Approved,2025-04-15,Approved with Conditions,24.966607,74.304308,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000479,FAM-CB58A1C2,Anita Kumari,49,Female,Maharashtra,Rayagada,Village_49,Ho,OTFD,False,83,False,Aadhaar|Voter ID,Ration Card,School Cert|Old Ration Card,True,4,0,2.5,Habitation,False,Medical Certificate Alternative,0.82,0.676,0.087,2025-05-11,Pending - Gram Sabha,2025-06-19,Rejected,24.078063,86.483112,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000480,FAM-456A3B82,Rita Gupta,59,Female,Maharashtra,Bastar,Village_29,Munda,OTFD,False,107,False,Ration Card|Voter ID,Electricity Bill,School Cert|Gram Sabha Cert,True,5,3,1.9,Agricultural,False,Community Testimony,0.905,0.828,0.273,2025-07-19,Approved,2025-08-23,Approved with Conditions,18.511,74.377533,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000481,FAM-FB3DA9EF,Rakesh Sharma,61,Male,Andhra Pradesh,Bastar,Village_3,Santhal,ST,True,40,True,Voter ID|Aadhaar,Gram Sabha Cert,,True,8,1,2.69,Agricultural,False,Complete,0.897,0.942,0.262,2025-09-28,Pending - Gram Sabha,2025-10-19,Approved with Conditions,19.952515,85.370453,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000482,FAM-9CD9B181,Mahesh Singh,33,Male,Jharkhand,Koraput,Village_4,Gond,ST,True,37,True,Ration Card|Voter ID,Ration Card,,True,3,1,2.89,Grazing,False,Partial,0.989,0.75,0.044,2025-06-28,Pending - Gram Sabha,2025-08-11,Approved with Conditions,22.77637,74.90795,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000483,FAM-B362C286,Rita Gupta,55,Female,Madhya Pradesh,Koraput,Village_54,Santhal,OTFD,False,110,False,Aadhaar|PAN,Gram Sabha Cert,Gram Sabha Cert|Land Record,True,6,3,3.0,Grazing,False,Complete,0.717,0.699,0.329,2025-06-13,Approved,2025-07-20,Approved with Conditions,23.299388,75.347099,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000484,FAM-072255F1,Suresh Prasad,48,Male,Madhya Pradesh,Kandhamal,Village_19,Gond,OTFD,False,106,False,Voter ID|Ration Card,Ration Card,Medical Record|Old Ration Card,True,6,0,2.1,Grazing,False,Community Testimony,0.737,0.845,0.132,2025-05-19,Under Review,2025-06-11,Approved,18.184192,77.749596,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000485,FAM-C8546C90,Rita Gupta,48,Female,Andhra Pradesh,Kandhamal,Village_40,Gond,ST,True,37,True,PAN|Voter ID,Gram Sabha Cert,,True,3,4,2.04,Community Forest Resource,False,Partial,0.659,0.646,0.154,2025-04-01,Pending - Gram Sabha,2025-05-13,Approved with Conditions,18.186907,74.156867,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000486,FAM-4DDBFA53,Seeta Sharma,64,Female,Chhattisgarh,Kandhamal,Village_83,Gond,ST,True,38,True,PAN|Ration Card,Electricity Bill,,True,3,1,1.82,Grazing,False,Medical Certificate Alternative,0.67,0.949,0.006,2025-06-08,Approved,2025-07-02,Approved,19.226524,84.114187,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000487,FAM-A0E0C9ED,Mahesh Singh,56,Male,Madhya Pradesh,Dantewada,Village_82,Kondh,OTFD,False,109,False,Voter ID|PAN,Ration Card,Medical Record|Old Ration Card,True,5,4,1.89,Agricultural,False,Complete,0.709,0.981,0.339,2025-02-26,Pending - Gram Sabha,2025-03-14,Rejected,18.983776,77.328937,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000488,FAM-8C604836,Suresh Prasad,69,Male,Andhra Pradesh,Bastar,Village_23,Kondh,OTFD,False,114,False,PAN|Ration Card,Electricity Bill,Old Ration Card|School Cert,True,6,0,3.07,Agricultural,False,Partial,0.809,0.53,0.091,2025-08-15,Pending - Gram Sabha,2025-09-02,Approved with Conditions,23.320129,74.949709,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000489,FAM-675C24C9,Sunita Devi,55,Female,Chhattisgarh,Koraput,Village_70,Ho,ST,True,14,True,Ration Card|Voter ID,Gram Sabha Cert,,True,8,3,0.53,Grazing,False,Complete,0.888,0.721,0.257,2025-08-01,Pending - Gram Sabha,2025-08-24,Rejected,19.165946,82.204667,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000490,FAM-E2E4B38B,Rita Gupta,43,Female,Andhra Pradesh,Kandhamal,Village_34,Ho,ST,True,16,True,PAN|Voter ID,Gram Sabha Cert,,True,3,1,2.46,Community Forest Resource,False,Complete,0.991,0.973,0.195,2025-09-16,Under Review,2025-10-16,Approved,23.083502,82.74869,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000491,FAM-55755FED,Geeta Singh,65,Female,Andhra Pradesh,Dantewada,Village_24,Gond,ST,True,50,True,Aadhaar|Ration Card,Ration Card,,True,3,3,1.58,Community Forest Resource,False,Medical Certificate Alternative,0.641,0.65,0.244,2025-03-11,Pending - Gram Sabha,2025-03-31,Approved,23.818858,81.931602,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000492,FAM-14E2E50C,Rita Gupta,51,Female,Andhra Pradesh,Kandhamal,Village_30,Santhal,ST,True,31,True,PAN|Voter ID,Ration Card,,True,5,0,1.57,Community Forest Resource,False,Community Testimony,0.78,0.713,0.157,2025-01-25,Under Review,2025-03-11,Approved with Conditions,19.828896,84.46982,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000493,FAM-3C7CDB37,Sunita Devi,70,Female,Chhattisgarh,Rayagada,Village_85,Santhal,OTFD,False,94,False,PAN|Aadhaar,Electricity Bill,Voter List|Gram Sabha Cert,True,7,3,1.64,Water Bodies,False,Partial,0.847,0.72,0.11,2025-04-06,Approved,2025-05-01,Rejected,21.743522,86.37659,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000494,FAM-9CA46A41,Seeta Sharma,40,Female,Jharkhand,Dantewada,Village_76,Munda,OTFD,False,79,False,Aadhaar|Ration Card,Gram Sabha Cert,Medical Record|Gram Sabha Cert,True,8,1,2.38,Grazing,False,Complete,0.789,0.94,0.03,2025-07-27,Pending - Gram Sabha,2025-08-15,Rejected,19.390845,76.599926,2025-09-06 06:35:24,2025-09-06 06:35:24
